period,draw_date,n1,n2,n3,n4,n5,n6,special,draw_order,sales_amount,sales_count,prize_total,jackpot_winners,second_winners,third_winners,fourth_winners,fifth_winners,sixth_winners,seventh_winners,normal_winners,source,fetched_at
97000084,2008-10-17,5,11,15,19,28,36,46,,153238850,3064777,209020531,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000085,2008-10-21,2,4,7,8,18,30,33,,155537650,3110753,244594751,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000086,2008-10-24,5,6,8,9,14,49,3,,231139250,4622785,419580329,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000087,2008-10-28,2,7,12,14,36,41,35,,278259100,5565182,595452335,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000088,2008-10-31,1,3,9,11,19,47,40,,174042300,3480846,195723265,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000089,2008-11-04,11,13,19,20,32,40,9,,149034750,2980695,219987917,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000090,2008-11-07,15,25,30,33,40,46,18,,156375150,3127503,258721961,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000091,2008-11-11,11,13,33,34,39,45,15,,148493950,2969879,291636949,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000092,2008-11-14,7,15,23,35,36,43,8,,205184950,4103699,362386308,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000093,2008-11-18,14,17,20,29,34,39,7,,187190450,3743809,392126675,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000094,2008-11-21,16,17,21,28,30,37,9,,199637300,3992746,442768792,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000095,2008-11-25,4,15,26,39,46,49,11,,129334600,2586692,71134030,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000096,2008-11-28,1,5,7,16,17,41,20,,132536700,2650734,103896434,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000097,2008-12-02,7,21,29,30,37,49,36,,129975250,2599505,132397995,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000098,2008-12-05,2,3,8,31,40,44,45,,170644650,3412893,285770057,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000099,2008-12-09,1,5,6,16,26,41,48,,221085750,4421715,452216617,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000100,2008-12-12,2,28,34,36,39,42,24,,320784050,6415681,665333285,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000101,2008-12-16,14,25,26,35,39,40,37,,392227850,7844557,769841728,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000102,2008-12-19,3,10,15,30,38,45,41,,468848100,9376962,903701349,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000103,2008-12-23,2,7,23,25,39,45,22,,553929100,11078582,1054508490,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000104,2008-12-26,8,15,18,33,37,40,32,,636849500,12736990,1225289964,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
97000105,2008-12-30,3,9,25,26,36,39,35,,131686500,2633730,72427575,,,,,,,,,taiwanlottery_result_download_2008,2026-07-01T14:04:02
98000001,2009-01-02,2,6,23,26,35,38,11,,136506600,2730132,108020904,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000002,2009-01-06,4,15,20,21,29,33,16,,158428900,3168578,152183416,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000003,2009-01-09,4,15,27,30,37,45,19,,156838200,3136764,86261010,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000004,2009-01-13,4,11,18,33,47,48,30,,147875550,2957511,124136785,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000005,2009-01-16,8,24,25,26,33,40,13,,167859250,3357185,176091855,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000006,2009-01-20,7,21,22,23,40,43,34,,159071800,3181436,87489490,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000007,2009-01-23,10,11,21,28,38,40,29,,186093650,3721873,159713673,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000008,2009-01-27,13,14,27,32,35,38,48,,340299100,6805982,287164505,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000009,2009-01-30,2,5,10,23,39,41,48,,556431900,11128638,584229725,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000010,2009-02-03,3,10,14,23,42,43,34,,190737250,3814745,104905487,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000011,2009-02-06,4,7,10,21,27,32,37,,185086250,3701725,146942367,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000012,2009-02-10,9,12,18,30,46,48,42,,178383100,3567662,191355093,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000013,2009-02-13,2,3,7,24,42,45,10,,198472100,3969442,248727644,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000014,2009-02-17,5,16,21,22,36,43,28,,159798700,3195974,151663016,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000015,2009-02-20,1,13,24,34,40,49,37,,166239900,3324798,159336010,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000016,2009-02-24,4,11,23,25,38,46,17,,155716050,3114321,85643827,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000017,2009-02-27,13,17,19,26,34,36,2,,170267300,3405346,126689398,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000018,2009-03-03,7,14,26,28,34,45,9,,157744300,3154886,165382929,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000019,2009-03-06,6,13,21,26,31,32,30,,152070600,3041412,192200100,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000020,2009-03-10,9,13,26,28,36,38,46,,166558150,3331163,235253165,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000021,2009-03-13,9,24,32,45,46,47,33,,180933500,3618670,286117449,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000022,2009-03-17,1,5,18,23,29,35,27,,179062950,3581259,323512232,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000023,2009-03-20,2,7,9,11,18,31,5,,235231700,4704634,393303569,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000024,2009-03-24,2,7,18,21,25,29,32,,217812550,4356251,435392472,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000025,2009-03-27,1,2,18,28,34,40,25,,156410750,3128215,86025912,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000026,2009-03-31,13,16,23,25,31,47,36,,147290000,2945800,116792548,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000027,2009-04-03,6,33,36,42,44,45,48,,156972800,3139456,156570958,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000028,2009-04-07,3,12,24,31,43,46,42,,147739200,2954784,188354517,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000029,2009-04-10,8,9,25,36,40,44,17,,178620650,3572413,243475016,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000030,2009-04-14,2,8,20,23,45,48,43,,168535700,3370714,273259055,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000031,2009-04-17,16,18,21,22,24,38,34,,179494350,3589887,317776060,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000032,2009-04-21,11,16,23,27,36,39,35,,206801300,4136026,373092060,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000033,2009-04-24,13,20,21,24,42,49,43,,242374350,4847487,439563063,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000034,2009-04-28,5,18,29,30,39,43,26,,271273250,5425465,512812783,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000035,2009-05-01,3,5,21,26,38,43,32,,307273900,6145478,595662091,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000036,2009-05-05,12,15,37,42,45,47,29,,134820300,2696406,74151165,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000037,2009-05-08,3,15,19,22,24,31,5,,149913550,2998271,118889439,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000038,2009-05-12,1,3,20,26,39,44,30,,142572450,2851449,144727648,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000039,2009-05-15,5,7,14,15,18,45,11,,156383650,3127673,191394085,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000040,2009-05-19,11,31,32,38,46,48,42,,150595850,3011917,227970743,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000041,2009-05-22,1,2,16,18,32,40,15,,167599100,3351982,279130206,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000042,2009-05-26,3,8,33,39,41,48,32,,200470850,4009417,420326898,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000043,2009-05-29,21,29,30,34,36,45,49,,298520600,5970412,619937825,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000044,2009-06-02,11,12,20,28,34,46,41,,374898900,7497978,740545552,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000045,2009-06-05,6,23,27,42,44,49,15,,516030600,10320612,893243109,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000046,2009-06-09,26,27,35,36,44,49,42,,874433250,17488665,1209251939,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000047,2009-06-12,12,13,32,41,43,44,21,,120746300,2414926,66410465,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000048,2009-06-16,3,5,8,10,25,30,15,,131921150,2638423,146710422,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000049,2009-06-19,2,12,19,23,40,42,9,,141252100,2825042,146028512,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000050,2009-06-23,6,21,22,29,43,49,48,,131541900,2630838,77260825,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000051,2009-06-26,6,12,33,38,43,45,49,,146672100,2933442,120628557,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000052,2009-06-30,4,7,9,21,26,34,28,,139069500,2781390,140809122,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000053,2009-07-03,17,19,32,40,41,47,37,,150939100,3018782,175677144,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000054,2009-07-07,2,25,31,37,39,47,35,,147107000,2942140,209531521,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000055,2009-07-10,3,8,21,26,30,46,11,,159024500,3180490,250741175,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000056,2009-07-14,4,5,15,37,41,44,8,,129479700,2589594,76511943,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000057,2009-07-17,9,11,13,16,38,42,6,,139532300,2790646,116945350,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000058,2009-07-21,5,17,27,28,39,48,44,,132942950,2658859,132753293,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000059,2009-07-24,1,3,7,22,40,47,15,,143667050,2873341,173877481,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000060,2009-07-28,2,10,13,15,25,49,4,,141681000,2833620,198221013,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000061,2009-07-31,4,7,9,10,24,42,41,,158205900,3164118,243984000,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000062,2009-08-04,2,21,23,27,44,48,30,,147737300,2954746,278448544,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000063,2009-08-07,1,2,15,26,31,49,43,,112082050,2241641,283397457,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000064,2009-08-11,3,24,27,28,30,46,42,,160132200,3202644,339890570,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000065,2009-08-14,4,8,15,26,39,49,34,,130145900,2602918,142648427,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000066,2009-08-18,11,12,18,31,46,47,27,,122459350,2449187,67352642,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000067,2009-08-21,11,13,32,37,42,43,20,,139041050,2780821,109601022,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000068,2009-08-25,1,7,9,15,21,38,31,,131268350,2625367,145474445,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000069,2009-08-28,12,23,39,44,45,48,47,,136411550,2728231,148064079,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000070,2009-09-01,7,8,12,19,26,36,9,,124212450,2484249,68316847,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000071,2009-09-04,5,28,31,36,40,49,20,,138649350,2772987,102438949,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000072,2009-09-08,8,11,12,15,19,20,34,,135349800,2706996,137966741,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000073,2009-09-11,10,16,18,31,33,48,7,,149400850,2988017,169471358,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000074,2009-09-15,2,4,26,36,43,48,30,,143274100,2865482,205515646,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000075,2009-09-18,2,4,8,9,26,38,23,,137118450,2742369,75415147,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000076,2009-09-22,3,4,8,12,21,42,48,,130911400,2618228,100132747,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000077,2009-09-25,1,9,13,16,33,37,4,,140463750,2809275,133268223,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000078,2009-09-29,17,27,32,37,45,47,25,,190692400,3813848,292200212,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000079,2009-10-02,9,15,25,28,30,35,22,,315148350,6302967,506190159,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000080,2009-10-06,9,14,15,22,26,33,16,,318572200,6371444,576015400,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000081,2009-10-09,10,14,17,33,40,41,12,,408690700,8173814,696113046,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000082,2009-10-13,5,13,28,40,44,49,43,,139025150,2780503,76463832,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000083,2009-10-16,13,15,20,29,30,43,1,,153268450,3065369,148541200,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000084,2009-10-20,1,11,12,14,41,46,45,,139146800,2782936,82079154,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000085,2009-10-23,5,6,18,19,21,34,10,,145421100,2908422,112105218,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000086,2009-10-27,2,12,28,32,42,46,23,,140013100,2800262,140250488,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000087,2009-10-30,4,8,12,20,37,39,30,,156042900,3120858,185893162,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000088,2009-11-03,5,13,20,26,29,34,30,,149219700,2984394,210266925,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000089,2009-11-06,1,2,10,44,45,46,22,,185139750,3702795,264187640,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000090,2009-11-10,2,7,22,25,26,42,44,,143639200,2872784,79001560,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000091,2009-11-13,13,25,32,33,38,47,26,,147067100,2941342,113011689,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000092,2009-11-17,1,4,8,10,34,49,46,,141124500,2822490,143504191,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000093,2009-11-20,5,13,15,20,26,31,35,,166457600,3329152,188745607,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000094,2009-11-24,2,7,13,23,27,40,4,,165063250,3301265,223287652,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000095,2009-11-27,1,5,6,15,19,26,14,,185193550,3703871,276998375,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000096,2009-12-01,11,23,27,29,38,49,40,,179032000,3580640,308263723,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000097,2009-12-04,2,3,13,19,22,39,21,,227529000,4550580,382583855,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000098,2009-12-08,4,16,19,27,32,39,21,,140152300,2803046,77083765,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000099,2009-12-11,12,15,20,29,36,48,31,,155984650,3119693,152456778,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000100,2009-12-15,4,35,38,43,44,48,37,,139087950,2781759,76498372,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000101,2009-12-18,3,16,32,42,43,45,6,,141523850,2830477,143957698,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000102,2009-12-22,10,11,14,24,27,47,32,,135479600,2709592,74513780,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000103,2009-12-25,9,12,22,30,42,47,27,,154756450,3095129,149703540,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
98000104,2009-12-29,12,21,25,29,42,48,6,,140713450,2814269,82887441,,,,,,,,,taiwanlottery_result_download_2009,2026-07-01T14:04:05
99000001,2010-01-01,2,16,20,22,23,27,46,,145613250,2912265,122751784,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000002,2010-01-05,11,18,24,32,38,40,47,,140110100,2802202,142239263,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000003,2010-01-08,1,8,19,21,43,45,30,,150752550,3015051,179864171,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000004,2010-01-12,1,23,34,36,46,48,18,,154838800,3096776,216136440,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000005,2010-01-15,4,7,26,41,47,49,3,,183236100,3664722,274469290,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000006,2010-01-19,13,24,25,32,35,45,5,,180034350,3600687,319119932,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000007,2010-01-22,3,23,24,31,32,46,47,,162375500,3247510,107598437,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000008,2010-01-26,25,26,28,33,39,40,10,,148354150,2967083,149886541,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000009,2010-01-29,16,18,29,34,44,49,8,,161091350,3221827,88600242,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000010,2010-02-02,9,15,18,21,27,41,46,,150714200,3014284,120113290,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000011,2010-02-05,1,5,14,19,33,36,16,,154541900,3090838,155949242,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000012,2010-02-09,9,13,32,34,35,45,38,,170255550,3405111,98933924,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000013,2010-02-12,1,14,23,31,32,40,35,,281582550,5631651,294100994,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000014,2010-02-16,5,26,29,36,43,49,12,,313230400,6264608,272276720,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000015,2010-02-19,12,14,27,30,37,43,36,,399387650,7987753,391052576,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000016,2010-02-23,5,19,23,40,45,48,6,,458361050,9167221,516625974,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000017,2010-02-26,5,6,22,32,34,47,1,,487511400,9750228,639568661,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000018,2010-03-02,2,3,9,33,34,38,45,,180967900,3619358,99532345,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000019,2010-03-05,3,15,21,22,35,38,4,,186348250,3726965,159325886,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000020,2010-03-09,5,7,12,14,16,36,4,,154347350,3086947,152054666,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000021,2010-03-12,18,19,23,31,35,38,22,,178109550,3562191,97960252,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000022,2010-03-16,26,36,37,39,41,46,4,,165200900,3304018,138092179,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000023,2010-03-19,5,8,18,22,29,49,47,,178115600,3562312,176937973,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000024,2010-03-23,11,22,28,35,37,48,49,,166539100,3330782,210236390,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
99000025,2010-03-26,9,17,19,23,35,36,34,,177094550,3541891,255071887,,,,,,,,,taiwanlottery_result_download_2010,2026-07-01T14:04:08
